0	1
1	2
2	3
3	4
4	5
5	6
6	7
7	8
8	9
9	10
10	11
11	12
12	13
13	14
14	15
15	16
16	17
17	18
18	19
19	20
20	21
21	22
22	23
23	24
24	25
25	26
26	27
27	28
28	29
29	30
30	31
31	32
32	33
33	34
34	35
35	36
36	37
37	38
38	39
39	40
40	41
41	42
42	43
43	44
44	45
45	46
46	47
47	48
48	49
49	50
50	51
51	52
52	53
53	54
54	55
55	56
56	57
57	58
58	59
59	60
60	61
61	62
62	63
63	64
64	65
65	66
66	67
67	0
68	69
70	68
70	71
71	72
73	74
75	73
76	75
76	77
77	78
79	80
80	78
79	81
78	82
82	83
84	83
84	85
86	85
87	86
87	88
89	90
83	91
91	92
93	92
93	94
94	95
95	96
92	97
75	98
70	99
99	100
101	102
103	102
104	103
104	105
106	105
106	107
108	107
108	109
110	109
109	111
111	112
112	113
109	114
115	114
116	115
117	116
117	118
117	119
116	120
120	121
121	122
122	123
124	123
125	126
126	124
127	125
128	127
129	130
121	131
131	132
106	133
133	134
105	135
103	136
137	136
138	137
139	140
141	142
143	142
144	143
145	146
147	146
148	147
149	148
150	149
151	150
152	149
149	153
154	155
155	156
157	158
157	159
159	160
161	160
162	161
163	162
163	164
165	161
166	167
168	169
169	170
170	171
172	171
173	80
80	174
174	175
175	176
177	178
178	179
179	91
91	180
180	181
182	183
183	184
184	185
185	186
187	188
188	189
189	190
190	191
191	192
193	194
195	196
197	126
126	198
198	199
200	201
202	203
204	205
205	206
207	208
208	209
209	210
211	212
212	213
214	215
215	120
120	216
216	217
218	219
219	220
221	222
222	223
224	225
226	227
228	229
229	230
230	231
231	232
233	234
234	235
235	236
236	237
238	239
240	241
241	242
242	243
244	245
245	246
247	248
248	249
250	251
251	159
159	252
252	253
253	254
