"radius","flatnorms","input_ratios","index","hausdorff","MIN_X","MIN_Y","MAX_X","MAX_Y"
10,0.3061686190061636,0.1859681972574727,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3058306033090454,0.18607785740083135,994,126.11604611526272,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3027247409776866,0.18515240985258813,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3057581786732259,0.18608647666513267,994,119.03831296764157,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3057890316707913,0.1861204953743765,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3062387139521012,0.1859256310343224,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30599570026538797,0.18597746081751157,994,125.14441412616284,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.31043263742910154,0.18589978888776876,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3163489018470129,0.18678705258158912,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30560518783185714,0.18623246046609157,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30557678621307804,0.18624976971284976,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3266704340585105,0.18943417235430784,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3031776060585854,0.1852405388448804,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30625811208521064,0.18591385466554694,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30562463495209474,0.18622061035617163,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3059874505157126,0.1859998047389903,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30749904042467113,0.18579754004786267,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30415639146335127,0.1854371808652436,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3058744529803601,0.18605010604070296,994,123.24049869235941,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3100008723082928,0.18685133544417984,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.2960536692567445,0.1848313665072736,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3058892180440399,0.18587919828631919,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30595542574887574,0.18596650826998337,994,119.34752715989865,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3097885305352286,0.18718387822668933,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3094869032017572,0.18708512728727136,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3061561844006874,0.18597575039767292,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3023064902460267,0.18506696184909993,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30599665096305817,0.18597688305301935,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30580524351314586,0.18609328830392233,994,121.30112267398059,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3057464315589402,0.18609362631061124,994,119.21504004193216,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3056616900237693,0.1861806866826623,994,125.58823264226534,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3057505774923389,0.18612656044868486,994,119.84351029657303,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3636035500350981,0.20495070949079794,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.2916875083318283,0.18412925429253668,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3060568264614229,0.18594031714203205,994,118.28412586834591,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3061474676614563,0.18590258632463172,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3055452778233462,0.1862689761330196,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30605167709046666,0.18594344557475,994,126.09656382479554,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3058714276086522,0.18605302180404917,994,121.25962886314687,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30621590325387016,0.185939481037141,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.3090343536055667,0.18688508830981754,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30584674244767435,0.18606803831125504,994,120.00129165945566,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.30594232935288646,0.18602723647595265,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
10,0.29007335641506576,0.18385485535189405,994,116.92468354221798,-80.4509768621554,37.23348412218445,-80.44897686215539,37.235484122184445
